chain_km,lat,lon,z,steep35_500m,steep45_500m,relief_500m,steep35_1500m,relief_1500m,slp_p90_1500m,grad,BSI
46.3339496506155,27.96844964101543,85.17816895894917,589.0,0.2293202293202293,0.0327600327600327,444.8829345703125,0.2513004823607301,876.4512939453125,41.44204711914063,11.913510593471926,0.25
47.34120942562889,27.9631635080803,85.17083614765522,578.0,0.1687141687141687,0.0556920556920556,369.5471801757813,0.1682587723446514,834.428466796875,38.87496948242188,12.16170873083587,0.235
48.34846920064227,27.9561502274544,85.16524876040232,564.5,0.1384111384111384,0.0106470106470106,316.023193359375,0.1388442258583183,615.6402587890625,37.36899566650391,10.461951418531726,0.164
49.35572897565566,27.949171428954937,85.16258208009297,556.9241943359375,0.1171171171171171,0.0016380016380016,303.5429077148437,0.1329802326681169,606.4886474609375,37.05319213867188,2.196911027636702,0.104
50.36298875066903,27.94099842101355,85.15939609139583,560.0742797851562,0.0475020475020475,0.0016380016380016,129.05743408203125,0.0746240423720798,516.3634033203125,33.435489654541016,9.563293587433975,0.065
51.37024852568241,27.932923435519378,85.15546003474505,576.1896362304688,0.0376740376740376,0.0024570024570024,141.57159423828125,0.073961978624799,619.6944580078125,33.23125076293945,16.91434554939093,0.113
52.377508300695794,27.93069784184862,85.14970559806744,526.0,0.0122850122850122,0.0008190008190008,109.71630859375,0.0635581197389577,508.6607666015625,31.994464874267575,21.888609488895497,0.125
53.384768075709175,27.922479459461076,85.15103355082259,532.0946044921875,0.0892710892710892,0.0245700245700245,230.9659423828125,0.0692329518585075,559.8089599609375,32.695335388183594,6.0077159006232534,0.11
54.39202785072256,27.91914157194073,85.14210104902322,513.8973388671875,0.0769860769860769,0.0122850122850122,257.56365966796875,0.0668684384753617,416.078125,32.37837600708008,13.185768428455816,0.153
55.39928762573593,27.914504955873408,85.13412529441288,505.5316162109375,0.0966420966420966,0.0131040131040131,347.75457763671875,0.0797313912796746,650.005126953125,33.478729248046875,8.38777606648847,0.169
56.40654740074932,27.907018470172325,85.1391364648722,497.0,0.0368550368550368,0.0032760032760032,98.76190185546876,0.0696112739998108,461.4346008300781,32.70315170288086,6.221601978592275,0.033
57.4138071757627,27.900241173506828,85.13696590886607,492.9980773925781,0.0769860769860769,0.027027027027027,195.01138305664065,0.0750969450487089,529.7345581054688,32.98448181152344,6.836325624594139,0.1
58.42106695077607,27.89154568139137,85.13663682784123,483.2280883789063,0.0827190827190827,0.0081900081900081,241.41204833984372,0.072259528988934,534.7345581054688,32.43675231933594,7.693187883121965,0.111
59.428326725789454,27.88509208160388,85.13128032947942,477.5,0.0319410319410319,0.0,231.59100341796875,0.0765156530785964,584.085205078125,32.75632858276367,4.5807886941497316,0.083
60.43558650080284,27.87802606643488,85.12578543829558,474.0,0.0204750204750204,0.0049140049140049,121.35382080078124,0.0679088243639459,588.9437255859375,31.638612747192383,4.715764609915965,0.036
61.44284627581622,27.87232601551201,85.11974282541429,468.0,0.0049140049140049,0.0,127.56768798828124,0.0184432043885368,306.8959350585937,26.41200828552246,5.956755296735935,0.042
62.4501060508296,27.8666182,85.1126849,462.0,0.0147420147420147,0.0,137.4119873046875,0.0408587912607585,482.830078125,30.4932804107666,5.956755296735932,0.047
